locality,postcode
Hamburg,20354
Hamburg,20355
Hamburg,20357
Hamburg,20359
Hamburg,20457
Hamburg,20459
Hamburg,20535
Hamburg,20537
Hamburg,20539
Hamburg,21029
Hamburg,21031
Hamburg,21033
Hamburg,21035
Hamburg,21037
Hamburg,21039
Hamburg,21073
Hamburg,21075
Hamburg,21077
Hamburg,21079
Hamburg,21107
Hamburg,21109
Hamburg,21129
Hamburg,21147
Hamburg,21149
Hamburg,22041
Hamburg,22043
Hamburg,22045
Hamburg,22047
Hamburg,22049
Hamburg,22081
Hamburg,22083
Hamburg,22085
Hamburg,22087
Hamburg,22089
Hamburg,22111
Hamburg,22113
Hamburg,22115
Hamburg,22117
Hamburg,22119
Hamburg,22143
Hamburg,22145
Hamburg,22147
Hamburg,22149
Hamburg,22159
Hamburg,22175
Hamburg,22177
Hamburg,22179
Hamburg,22297
Hamburg,22299
Hamburg,22301
Hamburg,22303
Hamburg,22305
Hamburg,22307
Hamburg,22309
Hamburg,22335
Hamburg,22337
Hamburg,22339
Hamburg,22359
Hamburg,22391
Hamburg,22393
Hamburg,22395
Hamburg,22397
Hamburg,22399
Hamburg,22415
Hamburg,22417
Hamburg,22419
Hamburg,22453
Hamburg,22455
Hamburg,22457
Hamburg,22459
Hamburg,22523
Hamburg,22525
Hamburg,22527
Hamburg,22529
Hamburg,22547
Hamburg,22549
Hamburg,22559
Hamburg,22587
Hamburg,22589
Hamburg,22605
Hamburg,22607
Hamburg,22609
Hamburg,22761
Hamburg,22763
Hamburg,22765
Hamburg,22767
Hamburg,22769
Hamburg,27499
Hamdorf,24805
Hämelhausen,27324
Hameln,31785
Hameln,31787
Hameln,31789
Hamersen,27419
Hamfelde,22929
Hamfelde,22929
Hamm,59063
Hamm,59065
Hamm,59067
Hamm,59069
Hamm,59071
Hamm,59073
Hamm,59075
Hamm,59077
Hamm,54636
Hammah,21714
Hamm am Rhein,67580
Hammelburg,97762
Hammer a.d. Uecker,17358
Hammersbach,63546
Hammerstedt,99441
Hammerstein,56598
Hamminkeln,46499
Hammoor,22941
Hamm (Sieg),57577
Hamwarde,21502
Hamweddel,24816
Hanau,63450
Hanau,63452
Hanau,63454
Hanau,63456
Hanau,63457
Handeloh,21256
Handewitt,24976
Handewitt,24983
Handorf,21447
Handrup,49838
Hanerau-Hademarschen,25557
Hangen-Weisheim,55234
Hanhofen,67374
Hankensbüttel,29386
Hann. Münden,34346
Hannover,30159
Hannover,30161
Hannover,30163
Hannover,30165
Hannover,30167
Hannover,30169
Hannover,30171
Hannover,30173
Hannover,30175
Hannover,30177
Hannover,30179
Hannover,30419
Hannover,30449
Hannover,30451
Hannover,30453
Hannover,30455
Hannover,30457
Hannover,30459
Hannover,30519
Hannover,30521
Hannover,30539
Hannover,30559
Hannover,30625
Hannover,30627
Hannover,30629
Hannover,30655
Hannover,30657
Hannover,30659
Hannover,30669
Hanroth,56316
Hanshagen,17509
Hanstedt,21271
Hanstedt,29582
Happurg,91230
Harbach,57572
Harbke,39365
Harburg (Schwaben),86655
Hardebek,24616
Hardegsen,37181
Hardert,56579
Hardheim,74736
Hardt,56472
Hardt,78739
Hardthausen am Kocher,74239
Haren (Ems),49733
Hargarten,54649
Hargesheim,55595
Harmsdorf,23738
Harmsdorf,23911
Harmstorf,21228
Harpstedt,27243
Harrislee,24955
Harschbach,56307
Harscheid,53520
Harsdorf,95499
Harsefeld,21698
Harsewinkel,33428
Harsleben,38829
Harspelt,54617
Harsum,31177
Hartenfels,56244
Hartenholm,24628
Hartenstein,08118
Hartenstein,91235
Hartha,04746
Harthausen,67376
Hartheim am Rhein,79258
Harth-Pöllnitz,07570
Härtlingen,56459
Hartmannsdorf,09232
Hartmannsdorf,07613
Hartmannsdorf,07586
Hartmannsdorf bei Kirchberg,08107
Hartmannsdorf-Reichenau,01762
Harxheim,55296
Harzgerode,06493
Harztor,99768
Hasbergen,49205
Hasborn,54533
Haschbach am Remigiusberg,66871
Hasel,79686
Haselau,25489
Haselbach,94354
Haselbach,04617
Haselbachtal,01920
Haseldorf,25489
Haselund,25855
Haselünne,49740
Hasenkrug,24616
Hasenmoor,24640
Haserich,56858
Haslach im Kinzigtal,77716
Hasloch,97907
Hasloh,25474
Haßbergen,31626
Hassel,39596
Hasselbach,57635
Hasselbach,56288
Hasselberg,24376
Hasselroth,63594
Hassel (Weser),27324
Hassendorf,27367
Haßfurt,97437
Haßleben,99189
Haßloch,67454
Haßmersheim,74855
Haßmoor,24790
Haste,31559
Hatten,26209
Hattenhofen,82285
Hattenhofen,73110
Hattersheim,65795
Hattert,57644
Hattgenstein,55767
Hattingen,45525
Hattingen,45527
Hattingen,45529
Hattorf am Harz,37197
Hattstedt,25856
Hattstedtermarsch,25856
Hatzenbühl,76770
Hatzenport,56332
Hatzfeld,35116
Hauenstein,76846
Haundorf,91729
Hauneck,36282
Haunetal,36166
Haunsheim,89437
Hauptstuhl,66851
Hauroth,56761
Hausach,77756
Hausbay,56291
Hausen,97647
Hausen,63840
Hausen,93345
Hausen,91353
Hausen,55608
Hausen am Bussen,89597
Hausen am Tann,72361
Hausen b. Würzburg,97262
Hausen im Wiesental,79688
Hausen ob Verena,78595
Hausen (Wied),53547
Hausen (Wied),56588
Häusern,79837
Hausham,83734
Häuslingen,27336
Haussömmern,99955
Hausten,56745
Hausweiler,67742
Hauzenberg,94051
Havekost,21493
Havelaue,14715
Havelberg,39539
Havelsee,14798
Haverlah,38275
Havetoft,24873
Havixbeck,48329
Hawangen,87749
Hayingen,72534
Haynrode,37339
Hebertsfelden,84332
Hebertshausen,85241
Hebertshausen,85764
Hechingen,72379
Hechthausen,21755
Heckelberg-Brunow,16259
Hecken,55481
Heckenbach,53506
Heckenmünster,54518
Heckenmünster,54523
Heckhuscheid,54619
Hecklingen,39444
Heddert,54429
Heddesbach,69434
Heddesheim,68542
Hedeper,38322
Hedersleben,06458
Hedwigenkoog,25761
Heede,25355
Heede,26892
Heek,48619
Heemsen,31622
Heere,38277
Heeslingen,27404
Heeßen,31707
Hefersweiler,67753
Hehlen,37619
Heide,25746
Heideblick,15926
Heideck,91180
Heidekamp,23858
Heideland,03238
Heideland,07613
Heidelberg,69115
Heidelberg,69117
Heidelberg,69118
Heidelberg,69120
Heidelberg,69121
Heidelberg,69123
Heidelberg,69124
Heidelberg,69126
Heiden,46359
Heidenau,21258
Heidenau,01809
Heidenburg,54426
Heidenheim,91719
Heidenheim an der Brenz,89518
Heidenheim an der Brenz,89520
Heidenheim an der Brenz,89522
Heidenrod,65321
Heidersdorf,09526
Heidesee,15754
Heidgraben,25436
Heidmoor,24632
Heidmühlen,24598
Heidweiler,54518
Heigenbrücken,63869
Heikendorf,24226
Heilbach,54673
Heilbad Heiligenstadt,37308
Heilberscheid,56412
Heilbronn,74072
Heilbronn,74074
Heilbronn,74076
Heilbronn,74078
Heilbronn,74080
Heilbronn,74081
Heilenbach,54636
Heiligenberg,88633
Heiligengrabe,16909
Heiligenhafen,23774
Heiligenhaus,42579
Heiligenmoschel,67699
Heiligenroth,56412
Heiligenstadt,91332
Heiligenstedten,25524
Heiligenstedtenerkamp,25524
Heiligkreuzsteinach,69253
Heilsbronn,91560
Heilshoop,23619
Heimbach,52396
Heimbach,55779
Heimborn,57629
Heimbuchenthal,63872
Heimenkirch,88178
Heimertingen,87751
Heimsheim,71296
Heimweiler,55606
Heinade,37627
Heinbockel,21726
Heinersbrück,03185
Heinersreuth,95500
Heiningen,38312
Heiningen,73037
Heiningen,73092
Heiningen,73107
Heinkenborstel,24594
Heinrichsthal,63871
Heinrichswalde,17379
Heinsberg,52525
Heinsdorfergrund,08468
Heinsen,37649
Heinzenbach,55483
Heinzenberg,55606
Heinzenhausen,67742
Heisdorf,54614
Heist,25492
Heistenbach,65558
Heitersheim,79423
Helbedündorf,99713
Helbra,06311
Heldburg,98663
Heldenstein,84431
Helferskirchen,56244
Helgoland,27498
Hellenhahn-Schellenberg,56479
Hellenthal,53940
Hellertshausen,55758
Hellschen-Heringsand-Unterschaar,25764
Hellwege,27367
Helmbrechts,95233
Helmenzen,57612
Helmeroth,57612
Helmstadt,97264
Helmstadt-Bargen,74921
Helmstedt,38350
Helmstedt,38372
Helmstorf,24321
Helpsen,31691
Helsa,34298
Helse,25709
Heltersberg,67716
Helvesiek,27389
Hemau,93155
Hemdingen,25485
Hemer,58675
Hemhofen,91334
Hemme,25774
Hemmelzen,57612
Hemmersheim,97258
Hemmingen,71282
Hemmingen,30966
Hemmingstedt,25770
Hemmoor,21745
Hemsbach,69502
Hemsbünde,27386
Hemslingen,27386
Hemsloh,49453
Henau,55490
Hendungen,97640
Henfenfeld,91239
Henfstädt,98660
Hengersberg,94491
Hennef (Sieg),53773
Hennigsdorf,16761
Hennstedt,25581
Hennstedt,25779
Hennweiler,55619
Henschleben,99634
Henschtal,66909
Henstedt-Ulzburg,24558
Hentern,54314
Hepberg,85120
Heppenheim,64646
Hepstedt,27412
Herbertingen,88518
Herbolzheim,79336
Herborn,35745
Herborn,55758
Herbrechtingen,89542
Herbsleben,99955
Herbstadt,97633
Herbstein,36358
Herbstmühle,54673
Herchweiler,66871
Herdecke,58313
Herdorf,57562
Herdwangen-Schönach,88634
Heretsried,86465
Herford,32049
Herford,32051
Herford,32052
Herforst,54662
Hergatz,88145
Hergenfeld,55452
Hergenroth,56457
Hergensweiler,88138
Hergersweiler,76872
Hergisdorf,06313
Heringen,36266
Heringen/Helme,99765
Heringsdorf,23777
Heringsdorf,17419
Heringsdorf,17424
Heringsdorf,17429
Herl,54317
Herleshausen,37293
Hermaringen,89537
Hermaringen,89568
Hermersberg,66919
Hermeskeil,54411
Hermsdorf,01945
Hermsdorf,07629
Hermsdorf/Erzgebirge,01776
Herne,44623
Herne,44625
Herne,44627
Herne,44628
Herne,44629
Herne,44649
Herne,44651
Herne,44652
Herne,44653
Herold,56368
Heroldsbach,91336
Heroldsberg,90562
Heroldstatt,72535
Herrenberg,71083
Herrenhof,99887
Herren-Sulzbach,67742
Herresbach,56729
Herrieden,91567
Herrischried,79737
Herrngiersdorf,84097
Herrnhut,02747
Herrsching am Ammersee,82211
Herrstein,55756
Hersbruck,91217
Herschbach,56249
Herschbach,56414
Herschberg,66917
Herschberg,66919
Herschberg,66987
Herschbroich,53518
Herscheid,58849
Herschweiler-Pettersheim,66909
Hersdorf,54597
Herten,45699
Herten,45701
Herxheim,76863
Herxheim am Berg,67273
Herxheimweyher,76863
Herzberg am Harz,37412
Herzberg am Harz,37434
Herzberg (Elster),04916
Herzberg (Mark),16835
Herzebrock-Clarholz,33442
Herzfeld,54619
Herzhorn,25379
Herzlake,49770
Herzogenaurach,91074
Herzogenrath,52134
Hesel,26835
Hespe,31693
Heßdorf,91093
Heßheim,67258
Hessigheim,74394
Hessisch Lichtenau,37235
Hessisch Oldendorf,31840
Hesweiler,56865
Hetlingen,25491
Hetschburg,99438
Hettenhausen,66919
Hettenleidelheim,67310
Hettenrodt,55758
Hettenshausen,85276
Hettenshausen,85304
Hettenshausen,85307
Hettingen,72513
Hettstadt,97265
Hettstedt,06333
Hetzerath,54523
Hetzles,91077
Heubach,73540
Heuchelheim,35452
Heuchelheim bei Frankenthal,67259
Heuchelheim-Klingen,76831
Heuchlingen,73572
Heuerßen,31700
Heukewalde,04626
Heupelzen,57612
Heusenstamm,63150
Heustreu,97618
Heusweiler,66265
Heuthen,37308
Heuweiler,79194
Heuzert,57627
Heyen,37619
Heyersdorf,04626
Hiddenhausen,32120
Hilbersdorf,07580
Hilchenbach,57271
Hildburghausen,98646
Hilden,40721
Hilden,40723
Hilden,40724
Hilders,36115
Hildesheim,31134
Hildesheim,31135
Hildesheim,31137
Hildesheim,31139
Hildesheim,31141
Hildrizhausen,71157
Hilgenroth,57612
Hilgermissen,27318
Hilgert,56206
Hilgertshausen-Tandern,86567
Hilkenbrook,26897
Hille,32479
Hillerse,38543
Hillesheim,54576
Hillesheim,67586
Hillgroven,25764
Hillscheid,56204
Hilpoltstein,91161
Hilscheid,54426
Hilst,66957
Hiltenfingen,86856
Hilter,49176
Hiltpoltstein,91355
Hilzingen,78247
Himbergen,29584
Himmelkron,95502
Himmelpforten,21709
Himmelstadt,97267
Himmighofen,56357
Hingstheide,25563
Hinrichshagen,17498
Hinte,26759
Hinterschmiding,94146
Hintersee,17375
Hintertiefenbach,55743
Hinterweidenthal,66999
Hinterweiler,54570
Hinterzarten,79856
Hinzenburg,54316
Hinzert-Pölert,54421
Hinzweiler,67756
Hipstedt,27432
Hirrlingen,72145
Hirschaid,96114
Hirschau,92242
Hirschbach,92275
Hirschberg,65558
Hirschberg,07927
Hirschberg an der Bergstraße,69493
Hirschfeld,08144
Hirschfeld,04932
Hirschfeld,07554
Hirschfeld (Hunsrück),55483
Hirschhorn,64757
Hirschhorn,69412
Hirschhorn,69434
Hirschhorn/ Pfalz,67732
Hirschstein,01594
Hirschthal,66996
Hirten,56729
Hirzenhain,63697
Hirz-Maulsbach,57635
Hittbergen,21522
Hitzacker,29456
Hitzhofen,85122
Hitzhusen,24576
Höchberg,97204
Hochborn,55234
Hochdonn,25712
Hochdorf,73269
Hochdorf,88436
Hochdorf,88454
Hochdorf-Assenheim,67126
Höchenschwand,79862
Hochheim,65239
Höchheim,97633
Hochkirch - Bukecy,02627
Hochscheid,54472
Hochspeyer,67691
Höchstadt a.d.Aisch,91315
Höchstädt a.d.Donau,89420
Hochstadt a.Main,96272
Höchstädt im Fichtelgebirge,95186
Hochstadt (Pfalz),76879
Hochstätten,55585
Höchstberg,56767
Höchstenbach,57629
Hochstetten-Dhaun,55606
Höchst im Odenwald,64739
Hockenheim,68766
Hockweiler,54316
Hodenhagen,29693
Hodorf,25569
Hof,95028
Hof,95030
Hof,95032
Hof,56472
Hofbieber,36145
Höfen an der Enz,75339
Hoffeld,24582
Hoffeld,53534
Hofgeismar,34369
Hofheim am Taunus,65719
Hofheim in Unterfranken,97461
Hofkirchen,94544
Hofstetten,77716
Hofstetten,86928
Högel,25858
Högersdorf,23795
Högsdorf,24327
Höhbeck,29478
Hohberg,77749
Hohe Börde,39167
Hohe Börde,39326
Hohe Börde,39343
Höheinöd,66989
Höheischweiler,66989
Hohenahr,35644
Hohenaltheim,86745
Hohenaspe,25582
Hohenau,94545
Hohenberg an der Eger,95691
Hohenberg-Krusemark,39596
Hohenbocka,01945
Hohenbollentin,17111
Hohenbrunn,85521
Hohenbrunn,85662
Hohenbucko,04936
Hohenburg,92277
Hohen Demzin,17166
Hohendubrau - Wysoka Dubrawa,02906
Hohenfelde,24257
Hohenfelde,18209
Hohenfelde,18211
Hohenfelde,25358
Hohenfelde,22946
Hohenfelden,99448
Hohenfels,92366
Hohenfels,78355
Hohenfels-Essingen,54570
Hohenfinow,16248
Hohenfurch,86978
Hohengandern,37318
Hohenhameln,31249
Hohenhorn,21526
Hohenkammer,85411
Hohenkirchen,23968
Hohenkirchen,99887
Höhenkirchen-Siegertsbrunn,85635
Höhenland,16259
Hohenleimbach,56746
Hohenleipisch,04934
Hohenleuben,07958
Hohenlinden,85664
Hohenlockstedt,25551
Hohenmocker,17111
Hohenmölsen,06679
Hohen Neuendorf,16540
Hohen Neuendorf,16556
Hohen Neuendorf,16562
Hohenöllen,67744
Hohenpeißenberg,82383
Hohenpolding,84432
Hohen Pritz,19406
Hohenroda,36284
Hohenroth,97618
Hohenselchow-Groß Pinnow,16306
Hohen Sprenz,18299
Hohenstadt,73345
Hohenstein,65329
Hohenstein,99755
Hohenstein,72531
Hohenstein-Ernstthal,09337
Hohen-Sülzen,67591
Hohentengen,88367
Hohentengen am Hochrhein,79801
Hohenthann,84098
Hohen Viecheln,23996
Hohen Wangelin,17194
Hohenwart,86558
Hohenwarte,07338
Hohenwarth,93480
Hohenwestedt,24594
Hohenzieritz,17237
Hohes Kreuz,37308
Höhfröschen,66989
Hohn,24806
Höhn,56462
Hohndorf,09394
Höhndorf,24217
Hohne,29362
Hohnhorst,31559
Hohnstein,01848
Hohnstorf (Elbe),21522
Höhr-Grenzhausen,56203
Hohwacht,24321
Hoisdorf,22955
Hoisdorf,22961
Holdorf,49451
Holdorf,19205
Holdorf,19217
Holenberg,37642
Holldorf,17094
Holle,31188
Hollenbach,86568
Hollenbek,23883
Hollenstedt,21279
Holler,56412
Hollern-Twielenfleth,21723
Hollfeld,96142
Hollingstedt,25788
Hollingstedt,24876
Hollnich,56288
Hollnseth,21769
Hollstadt,97618
Holm,25488
Holm,25923
Holste,27729
Holstenniendorf,25584
Holsthum,54668
Holt,24994
Holtgast,26427
Holthusen,19075
Holtland,26835
Holtsee,24363
Holzappel,56379
Holzbach,55469
Holzbunge,24361
Holzdorf,24364
Holzen,37632
Holzerath,54316
Holzgerlingen,71088
Holzgünz,87752
Holzhausen an der Haide,56357
Holzheim,65558
Holzheim,89291
Holzheim,89438
Holzheim,86684
Holzheim a.Forst,93183
Holzkirch,89183
Holzkirchen,97292
Holzkirchen,83607
Holzmaden,73271
Holzminden,37603
Holzsußra,99713
Holzwickede,59439
Homberg,34576
Homberg,56479
Homberg,67742
Homberg,67744
Hömberg,56379
Homberg (Ohm),35315
Homburg,66424
Hommerdingen,54675
Honerath,53518
Honigsee,24211
Hönningen,53506
Hontheim,54538
Hoogstede,49846
Hoort,19230
Hopferau,87659
Hopfgarten,99428
Höpfingen,74746
Hoppegarten,15366
Hoppenrade,18292
Hoppstädten,67744
Hoppstädten-Weiersbach,55768
Hopsten,48496
Horath,54497
Horbach,56412
Horbach,66851
Horbach,55606
Horb am Neckar,72160
Horben,79289
Horbruch,55483
Hörden am Harz,37412
Hördt,76771
Horgau,86497
Horgenzell,88263
Hörgertshausen,85413
Horhausen,56379
Horhausen (Westerwald),56593
Höringen,67724
Horka,02923
Horn,55469
Hornbach,66500
Horn-Bad Meinberg,32805
Hornbek,21514
Hornberg,78132
Horneburg,21640
Hornsömmern,99955
Hornstorf,23970
Hornstorf,23974
Hörnum (Sylt),25997
Horperath,56766
Horrweiler,55457
Horschbach,66887
Hörscheid,54552
Hörschhausen,54552
Hörsel,99869
Hörsel,99880
Hörselberg-Hainich,99820
Horst,25358
Horst,23883
Horstedt,27367
Horstedt,25860
Hörstel,48477
Hörsten,24797
Horstmar,48612
Hörup,24980
Hösbach,63768
Hosenfeld,36154
Höslwang,83129
Hoßkirch,88374
Hosten,54664
Hötensleben,39393
Hottenbach,55758
Höttingen,91798
Hövede,25782
Hövelhof,33161
Hövels,57537
Höxter,37671
Hoya,27318
Hoyerhagen,27318
Hoyerswerda - Wojerecy,02977
Hübingen,56412
Hüblingen,56479
Hückelhoven,41836
Hückeswagen,42499
Hude,25876
Hüde,49448
Hude (Oldenburg),27798
Hüffelsheim,55595
Hüffenhardt,74928
Hüffler,66909
Hüfingen,78183
Hügelsheim,76549
Huglfing,82386
Hugoldsdorf,18465
Huisheim,86685
Huje,25588
Hülben,72584
Hüllhorst,32609
Hülseburg,19230
Hülsede,31867
Hümmel,53520
Hummelfeld,24357
Hummelshain,07768
Hummeltal,95503
Hümmerich,53547
Humptrup,25923
Hunderdorf,94336
Hundhaupten,07557
Hunding,94551
Hundsangen,56414
Hundsbach,55621
Hundsdorf,56235
Hünfeld,36088
Hünfelden,65597
Hungen,35410
Hungenroth,56281
Hünstetten,65510
Hünxe,46569
Hunzel,56355
Hupperath,54518
Hurlach,86857
Hürtgenwald,52393
Hürth,50354
Hürup,24975
Husby,24975
Hüsby,24850
Husum,31632
Husum,25813
Hütschenhausen,66882
Hüttblek,24641
Hütten,24358
Hütten,54673
Hüttenberg,35625
Hütterscheid,54636
Hutthurm,94116
Hüttingen an der Kyll,54636
Hüttingen bei Lahr,54675
Hüttisheim,89185
Hüttlingen,73434
Hüttlingen,73453
Hüttlingen,73460
Hüven,49751
Huy,38836
Huy,38838
Ibach,79837
Ibbenbüren,49477
Ibbenbüren,49479
Ichenhausen,89335
Icking,82057
Idar-Oberstein,55743
Idelberg,57612
Iden,39606
Idenheim,54636
Idesheim,54636
Idstedt,24879
Idstein,65510
Iffeldorf,82393
Iffezheim,76473
Igel,54298
Igensdorf,91338
Igersheim,97999
Iggensbach,94547
Iggingen,73574
Igling,86859
Ihlienworth,21775
Ihlow,15936
Ihlow,26632
Ihringen,79241
Ihrlerstein,93346
Ilberstedt,06408
Ilbesheim,67294
Ilbesheim bei Landau in der Pfalz,76831
Illerich,56814
Illerkirchberg,89171
Illerrieden,89186
Illertissen,89257
Illesheim,91471
Illingen,75428
Illingen,66557
Illmensee,88636
Illschwang,92278
Ilmenau,98693
Ilmenau,98694
Ilmmünster,85304
Ilmtal-Weinstraße,99510
Ilsede,31241
Ilsede,31246
Ilsenburg,38871
Ilsfeld,74360
Ilshofen,74532
Ilvesheim,68549
Immendingen,78194
Immenhausen,34376
Immenreuth,95505
Immenstaad am Bodensee,88090
Immenstadt im Allgäu,87509
Immenstedt,25767
Immenstedt,25885
Immerath,54552
Immert,54426
Immesheim,67308
Impflingen,76831
Imsbach,67725
Imsbach,67808
Imsbach,67817
Imsweiler,67806
Imsweiler,67808
Inchenhofen,86570
Inden,52459
Ingelbach,57610
Ingelfingen,74653
Ingelheim am Rhein,55218
Ingelheim am Rhein,55262
Ingelheim am Rhein,55263
Ingendorf,54636
Ingenried,86980
Ingersheim,74379
Ingersleben,39343
Ingoldingen,88456
Ingolstadt,85049
Ingolstadt,85051
Ingolstadt,85053
Ingolstadt,85055
Ingolstadt,85057
Innernzell,94548
Inning am Ammersee,82266
Inning am Holz,84416
Insel Hiddensee,18565
Insel Poel,23999
Insheim,76865
Insingen,91610
Insul,53520
Inzell,83334
Inzigkofen,72514
Inzlingen,79594
Iphofen,97346
Ippenschied,55566
Ippesheim,97258
Ipsheim,91472
Irchenrieth,92699
Irlbach,94342
Irmenach,56843
Irmtraut,56479
Irndorf,78597
Irrel,54666
Irrhausen,54689
Irsch,54451
Irschenberg,83737
Irsee,87660
Isen,84424
Isenburg,56271
Isenbüttel,38550
Iserlohn,58636
Iserlohn,58638
Iserlohn,58640
Iserlohn,58642
Iserlohn,58644
Isernhagen,30916
Isert,57612
Ismaning,85737
Isny im Allgäu,88316
Ispringen,75228
Isselbach,65558
Isselburg,46419
Isseroda,99428
Issersheilingen,99947
Issigau,95188
Issum,47661
Isterberg,48465
Itterbeck,49847
Ittlingen,74930
Itzehoe,25524
Itzgrund,96274
Itzstedt,23845
Iven,17391
Ivenack,17153
Jabel,17194
Jachenau,83676
Jacobsdorf,15236
Jade,26349
Jagel,24848
Jagel,24878
Jagsthausen,74249
Jagstzell,73489
Jahnsdorf/Erzgebirge,09387
Jahrsdorf,24594
Jakobsdorf,18442
Jakobsweiler,67814
Jameln,29479
Jamlitz,15868
Jämlitz-Klein Düben,03130
Jandelsbrunn,94118
Janneby,24992
Jänschwalde,03172
Jänschwalde,03197
Jardelund,24994
Jarmen,17126
Jatznick,17309
Jeckenbach,55592
Jelmstorf,29585
Jembke,38477
Jemgum,26844
Jena,07743
Jena,07745
Jena,07747
Jena,07749
Jena,07751
Jenalöbnitz,07751
Jengen,86860
Jerichow,39307
Jerichow,39319
Jerrishoe,24963
Jersbek,22941
Jerxheim,38381
Jesberg,34632
Jesendorf,19417
Jesenwang,82287
Jesewitz,04838
Jessen (Elster),06917
Jesteburg,21266
Jestetten,79798
Jettenbach,84555
Jettenbach,66887
Jettingen,71131
Jettingen-Scheppach,89343
Jetzendorf,85305
Jevenstedt,24808
Jever,26441
Joachimsthal,16247
Jockgrim,76751
Johannesberg,63867
Johanngeorgenstadt,08349
Johanniskirchen,84381
Jöhstadt,09477
Joldelund,25862
Jonaswalde,04626
Jonsdorf,02796
Jördenstorf,17168
Jork,21635
Jörl,24992
Jossgrund,63637
Jübar,38489
Jübek,24855
Jüchen,41363
Jucken,54689
Jugenheim in Rheinhessen,55270
Jühnde,37127
Juist,26571
Julbach,84387
Jülich,52428
Juliusburg,21483
Jungingen,72417
Jünkerath,54584
Jürgenshagen,18246
Jürgenstorf,17153
Jüterbog,14913
Kaaks,25582
Kaarst,41564
Kabelhorst,23738
Kabelsketal,06184
Käbschütztal,01665
Kaden,56459
Kadenbach,56337
Kahla,07768
Kahl am Main,63796
Kaifenheim,56761
Kail,56829
Kaisborstel,25560
Kaiserpfalz,06642
Kaisersbach,73553
Kaisersbach,73642
Kaisersbach,73667
Kaisersesch,56759
Kaiserslautern,67655
Kaiserslautern,67657
Kaiserslautern,67659
Kaiserslautern,67661
Kaiserslautern,67663
Kaiser-Wilhelm-Koog,25709
Kaisheim,86687
Kakenstorf,21255
Kalbach,36148
Kalbe,27419
Kalbe (Milde),39624
Kalbsrieth,06556
Kalchreuth,90562
Kalefeld,37589
Kalenborn,56759
Kalenborn,53505
Kalenborn-Scheuern,54570
Kalkar,47546
Kalkhorst,23942
Kalkhorst,23948
Kalkofen,67822
Kall,53925
Kalletal,32689
Kallmünz,93183
Kallstadt,67169
Kalt,56294
Kaltenborn,53520
Kaltenengers,56220
Kaltenholzhausen,65558
Kaltenkirchen,24568
Kaltennordheim,36452
Kaltennordheim,98634
Kaltental,87662
Kalübbe,24326
Kamen,59174
Kamenz - Kamjenc,01917
Kamern,39524
Kammeltal,89358
Kammerforst,56206
Kammerforst,99986
Kammerstein,91126
Kamminke,17419
Kammlach,87754
Kamp-Bornhofen,56341
Kampen (Sylt),25999
Kämpfelbach,75236
Kamp-Lintfort,47475
Kandel,76870
Kandern,79400
Kankelau,21514
Kanzach,88422
Kanzem,54441
Kapellendorf,99510
Kapellen-Drusweiler,76889
Kaperich,56767
